x, y
0.9423312883435586, 0.2958579881656805
1.4576687116564422, 0.47633136094674555
1.9582822085889573, 0.5355029585798816
2.473619631901841, 0.5710059171597633
2.9595092024539884, 0.8106508875739645
3.430674846625768, 0.7278106508875739
3.9607361963190204, 0.9822485207100592
4.50552147239264, 0.8816568047337278
5.006134969325155, 0.9792899408284024
5.492024539877303, 0.7840236686390533
6.022085889570554, 0.6035502958579881
6.507975460122701, 0.5650887573964497
7.023312883435585, 0.4260355029585799
7.568098159509205, 0.35502958579881655
8.068711656441721, 0.3609467455621302
8.495705521472395, 0.26331360946745563
9.025766871165649, 0.10059171597633136
9.496932515337424, 0.07100591715976332
9.953374233128839, 0.08284023668639053
10.571779141104297, 0.047337278106508875
11.072392638036813, 0.08284023668639053
11.499386503067488, 0.05917159763313609
